,banksy_niche,core_global,curl,elongation,purity,linearity
347,1,tma3_D2,0.0,0.45407267970919696,0.8846153846153846,1.0
348,1,tma3_D2,0.0,0.576189451228058,1.0,0.8250589593632885
349,1,tma3_D2,0.0,0.806764299641193,0.84,0.9241040286821394
350,1,tma3_D2,0.0,0.5659515393557388,0.5126582278481012,1.0
351,1,tma3_C1,0.0,0.04249596399686373,0.7096774193548387,0.9164591144728209
352,1,tma3_C1,0.0269580848244817,0.10041114895706593,0.9047619047619048,0.6948866540324768
353,1,tma3_C1,0.0,0.1526931292602991,0.8333333333333334,0.892262475529762
354,1,tma3_C1,0.0,0.04916960218807609,0.5128205128205128,0.7671854638788692
355,1,tma3_C1,0.0,0.6018542758009687,0.8269230769230769,1.0
356,1,tma3_C1,0.0,0.5764946002042468,0.6589928057553956,1.0
357,1,tma3_C1,0.0,0.34827420486981975,1.0,1.0
358,1,tma3_C1,0.0,0.22973923967325705,0.8392857142857143,0.6987567983296266
359,1,tma3_C1,0.0,0.35330736243561456,0.43866171003717475,1.0
360,1,tma3_C1,0.0,0.39706028724798137,0.5769230769230769,1.0
361,1,tma3_C1,0.0,0.598138523726515,0.7441860465116279,1.0
362,1,tma3_C1,0.0,0.6123826815478861,0.851063829787234,1.0
